preb_pred,prob_true
0.0,0.0011049723756906078
0.003333333333330029,0.007476635514018692
0.008131564400212996,0.01658374792703151
0.021734091162354183,0.04212637913741224
0.05709677419349074,0.07358870967741936
0.12425708647278444,0.15715823466092574
0.2329125766868806,0.2443762781186094
0.40280354931529944,0.3941236068895643
0.660713447292786,0.5661538461538461
0.9352480673810749,0.9148494288681205
